Strain	Condition	Individual	Replicate	Highlight.1	Rate	OD	Temperature	Specie	Strain2	Line
SC2-3	Treatment	I3	1	SC2-3_Treatment_I3	0.563	1.221	28	SC	SC2	3
SC2-3	Treatment	I3	2	SC2-3_Treatment_I3	0.540	1.241	28	SC	SC2	3
SC2-3	Treatment	I3	3	SC2-3_Treatment_I3	0.516	1.214	28	SC	SC2	3
SC2-4	Treatment	I3	1	SC2-4_Treatment_I3	0.558	1.159	28	SC	SC2	4
SC2-4	Treatment	I3	2	SC2-4_Treatment_I3	0.49	1.168	28	SC	SC2	4
SC2-4	Treatment	I3	3	SC2-4_Treatment_I3	0.575	1.210	28	SC	SC2	4
SC2	Ancestral	Ancestral	1	SC2_Ancestral	0.593	1.174	28	SC	SC2	Ancestral
SC2	Ancestral	Ancestral	2	SC2_Ancestral	0.679	1.232	28	SC	SC2	Ancestral
SC2	Ancestral	Ancestral	3	SC2_Ancestral	0.636	1.217	28	SC	SC2	Ancestral
SC2-1	Control	I1	1	SC2-1_Control_I1	0.695	1.164	31	SC	SC2	1
SC2-1	Control	I1	2	SC2-1_Control_I1	0.677	1.104	31	SC	SC2	1
SC2-1	Control	I1	3	SC2-1_Control_I1	0.706	1.124	31	SC	SC2	1
SC2-2	Control	I1	1	SC2-2_Control_I1	0.595	1.064	31	SC	SC2	2
SC2-2	Control	I1	2	SC2-2_Control_I1	0.608	1.091	31	SC	SC2	2
SC2-2	Control	I1	3	SC2-2_Control_I1	0.6015	1.119	31	SC	SC2	2
SC2-3	Control	I1	1	SC2-3_Control_I1	0.676	1.091	31	SC	SC2	3
SC2-3	Control	I1	2	SC2-3_Control_I1	0.707	1.175	31	SC	SC2	3
SC2-3	Control	I1	3	SC2-3_Control_I1	0.643	1.102	31	SC	SC2	3
SC2-4	Control	I1	1	SC2-4_Control_I1	0.712	1.110	31	SC	SC2	4
SC2-4	Control	I1	2	SC2-4_Control_I1	0.685	1.118	31	SC	SC2	4
SC2-4	Control	I1	3	SC2-4_Control_I1	0.72	1.170	31	SC	SC2	4
SC2-1	Control	I2	1	SC2-1_Control_I2	0.719	1.157	31	SC	SC2	1
SC2-1	Control	I2	2	SC2-1_Control_I2	0.774	1.167	31	SC	SC2	1
SC2-1	Control	I2	3	SC2-1_Control_I2	0.7465	1.133	31	SC	SC2	1
SC2-2	Control	I2	1	SC2-2_Control_I2	0.661	1.100	31	SC	SC2	2
SC2-2	Control	I2	2	SC2-2_Control_I2	0.674	1.137	31	SC	SC2	2
SC2-2	Control	I2	3	SC2-2_Control_I2	0.731	1.131	31	SC	SC2	2
SC2-3	Control	I2	1	SC2-3_Control_I2	0.715	1.162	31	SC	SC2	3
SC2-3	Control	I2	2	SC2-3_Control_I2	0.755	1.140	31	SC	SC2	3
SC2-3	Control	I2	3	SC2-3_Control_I2	0.64	1.141	31	SC	SC2	3
SC2-4	Control	I2	1	SC2-4_Control_I2	0.752	1.094	31	SC	SC2	4
SC2-4	Control	I2	2	SC2-4_Control_I2	0.707	1.131	31	SC	SC2	4
SC2-4	Control	I2	3	SC2-4_Control_I2	0.778	1.120	31	SC	SC2	4
SC2-1	Control	I3	1	SC2-1_Control_I3	0.705	1.200	31	SC	SC2	1
SC2-1	Control	I3	2	SC2-1_Control_I3	0.707	1.161	31	SC	SC2	1
SC2-1	Control	I3	3	SC2-1_Control_I3	0.706	1.143	31	SC	SC2	1
SC2-2	Control	I3	1	SC2-2_Control_I3	0.656	1.139	31	SC	SC2	2
SC2-2	Control	I3	2	SC2-2_Control_I3	0.67	1.167	31	SC	SC2	2
SC2-2	Control	I3	3	SC2-2_Control_I3	0.75	1.211	31	SC	SC2	2
SC2-3	Control	I3	1	SC2-3_Control_I3	0.753	1.182	31	SC	SC2	3
SC2-3	Control	I3	2	SC2-3_Control_I3	0.685	1.137	31	SC	SC2	3
SC2-3	Control	I3	3	SC2-3_Control_I3	0.675	1.114	31	SC	SC2	3
SC2-4	Control	I3	1	SC2-4_Control_I3	0.762	1.123	31	SC	SC2	4
SC2-4	Control	I3	2	SC2-4_Control_I3	0.715	1.175	31	SC	SC2	4
SC2-4	Control	I3	3	SC2-4_Control_I3	0.746	1.125	31	SC	SC2	4
SC2-1	Treatment	I1	1	SC2-1_Treatment_I1	0.639	1.264	31	SC	SC2	1
SC2-1	Treatment	I1	2	SC2-1_Treatment_I1	0.642	1.163	31	SC	SC2	1
SC2-1	Treatment	I1	3	SC2-1_Treatment_I1	0.639	1.133	31	SC	SC2	1
SC2-2	Treatment	I1	1	SC2-2_Treatment_I1	0.606	1.181	31	SC	SC2	2
SC2-2	Treatment	I1	2	SC2-2_Treatment_I1	0.645	1.213	31	SC	SC2	2
SC2-2	Treatment	I1	3	SC2-2_Treatment_I1	0.7	1.173	31	SC	SC2	2
SC2-3	Treatment	I1	1	SC2-3_Treatment_I1	0.724	1.166	31	SC	SC2	3
SC2-3	Treatment	I1	2	SC2-3_Treatment_I1	0.693	1.151	31	SC	SC2	3
SC2-3	Treatment	I1	3	SC2-3_Treatment_I1	0.664	1.146	31	SC	SC2	3
SC2-4	Treatment	I1	1	SC2-4_Treatment_I1	0.696	1.158	31	SC	SC2	4
SC2-4	Treatment	I1	2	SC2-4_Treatment_I1	0.673	1.197	31	SC	SC2	4
SC2-4	Treatment	I1	3	SC2-4_Treatment_I1	0.764	1.206	31	SC	SC2	4
SC2-1	Treatment	I2	1	SC2-1_Treatment_I2	0.616	1.225	31	SC	SC2	1
SC2-1	Treatment	I2	2	SC2-1_Treatment_I2	0.608	1.122	31	SC	SC2	1
SC2-1	Treatment	I2	3	SC2-1_Treatment_I2	0.624	1.179	31	SC	SC2	1
SC2-2	Treatment	I2	1	SC2-2_Treatment_I2	0.592	1.163	31	SC	SC2	2
SC2-2	Treatment	I2	2	SC2-2_Treatment_I2	0.671	1.201	31	SC	SC2	2
SC2-2	Treatment	I2	3	SC2-2_Treatment_I2	0.6315	1.124	31	SC	SC2	2
SC2-3	Treatment	I2	1	SC2-3_Treatment_I2	0.655	1.068	31	SC	SC2	3
SC2-3	Treatment	I2	2	SC2-3_Treatment_I2	0.662	1.082	31	SC	SC2	3
SC2-3	Treatment	I2	3	SC2-3_Treatment_I2	0.665	1.070	31	SC	SC2	3
SC2-4	Treatment	I2	1	SC2-4_Treatment_I2	0.616	1.165	31	SC	SC2	4
SC2-4	Treatment	I2	2	SC2-4_Treatment_I2	0.614	1.154	31	SC	SC2	4
SC2-4	Treatment	I2	3	SC2-4_Treatment_I2	0.618	1.159	31	SC	SC2	4
SC2-1	Treatment	I3	1	SC2-1_Treatment_I3	0.648	1.219	31	SC	SC2	1
SC2-1	Treatment	I3	2	SC2-1_Treatment_I3	0.65	1.212	31	SC	SC2	1
SC2-1	Treatment	I3	3	SC2-1_Treatment_I3	0.709	1.213	31	SC	SC2	1
SC2-2	Treatment	I3	1	SC2-2_Treatment_I3	0.592	1.198	31	SC	SC2	2
SC2-2	Treatment	I3	2	SC2-2_Treatment_I3	0.55	1.170	31	SC	SC2	2
SC2-2	Treatment	I3	3	SC2-2_Treatment_I3	0.571	1.179	31	SC	SC2	2
SC2-3	Treatment	I3	1	SC2-3_Treatment_I3	0.711	1.245	31	SC	SC2	3
SC2-3	Treatment	I3	2	SC2-3_Treatment_I3	0.636	1.215	31	SC	SC2	3
SC2-3	Treatment	I3	3	SC2-3_Treatment_I3	0.672	1.217	31	SC	SC2	3
SC2-4	Treatment	I3	1	SC2-4_Treatment_I3	0.705	1.148	31	SC	SC2	4
SC2-4	Treatment	I3	2	SC2-4_Treatment_I3	0.641	1.190	31	SC	SC2	4
SC2-4	Treatment	I3	3	SC2-4_Treatment_I3	0.673	1.132	31	SC	SC2	4
SC2	Ancestral	Ancestral	1	SC2_Ancestral	0.802	1.230	31	SC	SC2	Ancestral
SC2	Ancestral	Ancestral	2	SC2_Ancestral	0.716	1.193	31	SC	SC2	Ancestral
SC2	Ancestral	Ancestral	3	SC2_Ancestral	0.773	1.188	31	SC	SC2	Ancestral
SC2-1	Control	I1	1	SC2-1_Control_I1	0.82	1.207	34	SC	SC2	1
SC2-1	Control	I1	2	SC2-1_Control_I1	0.765	1.151	34	SC	SC2	1
SC2-1	Control	I1	3	SC2-1_Control_I1	0.738	1.159	34	SC	SC2	1
SC2-2	Control	I1	1	SC2-2_Control_I1	0.73	1.141	34	SC	SC2	2
SC2-2	Control	I1	2	SC2-2_Control_I1	0.711	1.141	34	SC	SC2	2
SC2-2	Control	I1	3	SC2-2_Control_I1	0.794	1.181	34	SC	SC2	2
SC2-3	Control	I1	1	SC2-3_Control_I1	0.696	1.137	34	SC	SC2	3
SC2-3	Control	I1	2	SC2-3_Control_I1	0.661	1.129	34	SC	SC2	3
SC2-3	Control	I1	3	SC2-3_Control_I1	0.73	1.143	34	SC	SC2	3
SC2-4	Control	I1	1	SC2-4_Control_I1	0.763	1.083	34	SC	SC2	4
SC2-4	Control	I1	2	SC2-4_Control_I1	0.711	1.138	34	SC	SC2	4
SC2-4	Control	I1	3	SC2-4_Control_I1	0.77	1.156	34	SC	SC2	4
SC2-1	Control	I2	1	SC2-1_Control_I2	0.732	1.173	34	SC	SC2	1
SC2-1	Control	I2	2	SC2-1_Control_I2	0.754	1.120	34	SC	SC2	1
SC2-1	Control	I2	3	SC2-1_Control_I2	0.743	1.101	34	SC	SC2	1
SC2-2	Control	I2	1	SC2-2_Control_I2	0.785	1.162	34	SC	SC2	2
SC2-2	Control	I2	2	SC2-2_Control_I2	0.665	1.122	34	SC	SC2	2
SC2-2	Control	I2	3	SC2-2_Control_I2	0.725	1.115	34	SC	SC2	2
SC2-3	Control	I2	1	SC2-3_Control_I2	0.68	1.111	34	SC	SC2	3
SC2-3	Control	I2	2	SC2-3_Control_I2	0.685	1.125	34	SC	SC2	3
SC2-3	Control	I2	3	SC2-3_Control_I2	0.733	1.122	34	SC	SC2	3
SC2-4	Control	I2	1	SC2-4_Control_I2	0.691	1.103	34	SC	SC2	4
SC2-4	Control	I2	2	SC2-4_Control_I2	0.715	1.098	34	SC	SC2	4
SC2-4	Control	I2	3	SC2-4_Control_I2	0.76	1.193	34	SC	SC2	4
SC2-1	Control	I3	1	SC2-1_Control_I3	0.72	1.184	34	SC	SC2	1
SC2-1	Control	I3	2	SC2-1_Control_I3	0.772	1.156	34	SC	SC2	1
SC2-1	Control	I3	3	SC2-1_Control_I3	0.799	1.170	34	SC	SC2	1
SC2-2	Control	I3	1	SC2-2_Control_I3	0.758	1.198	34	SC	SC2	2
SC2-2	Control	I3	2	SC2-2_Control_I3	0.756	1.205	34	SC	SC2	2
SC2-2	Control	I3	3	SC2-2_Control_I3	0.774	1.185	34	SC	SC2	2
SC2-3	Control	I3	1	SC2-3_Control_I3	0.724	1.179	34	SC	SC2	3
SC2-3	Control	I3	2	SC2-3_Control_I3	0.791	1.187	34	SC	SC2	3
SC2-3	Control	I3	3	SC2-3_Control_I3	0.697	1.110	34	SC	SC2	3
SC2-4	Control	I3	1	SC2-4_Control_I3	0.722	1.142	34	SC	SC2	4
SC2-4	Control	I3	2	SC2-4_Control_I3	0.7365	1.110	34	SC	SC2	4
SC2-4	Control	I3	3	SC2-4_Control_I3	0.751	1.186	34	SC	SC2	4
SC2-1	Treatment	I1	1	SC2-1_Treatment_I1	0.722	1.215	34	SC	SC2	1
SC2-1	Treatment	I1	2	SC2-1_Treatment_I1	0.741	1.166	34	SC	SC2	1
SC2-1	Treatment	I1	3	SC2-1_Treatment_I1	0.767	1.154	34	SC	SC2	1
SC2-2	Treatment	I1	1	SC2-2_Treatment_I1	0.677	1.147	34	SC	SC2	2
SC2-2	Treatment	I1	2	SC2-2_Treatment_I1	0.683	1.183	34	SC	SC2	2
SC2-2	Treatment	I1	3	SC2-2_Treatment_I1	0.689	1.196	34	SC	SC2	2
SC2-3	Treatment	I1	1	SC2-3_Treatment_I1	0.687	1.177	34	SC	SC2	3
SC2-3	Treatment	I1	2	SC2-3_Treatment_I1	0.707	1.151	34	SC	SC2	3
SC2-3	Treatment	I1	3	SC2-3_Treatment_I1	0.673	1.200	34	SC	SC2	3
SC2-4	Treatment	I1	1	SC2-4_Treatment_I1	0.689	1.164	34	SC	SC2	4
SC2-4	Treatment	I1	2	SC2-4_Treatment_I1	0.627	1.153	34	SC	SC2	4
SC2-4	Treatment	I1	3	SC2-4_Treatment_I1	0.582	1.172	34	SC	SC2	4
SC2-1	Treatment	I2	1	SC2-1_Treatment_I2	0.663	1.229	34	SC	SC2	1
SC2-1	Treatment	I2	2	SC2-1_Treatment_I2	0.604	1.108	34	SC	SC2	1
SC2-1	Treatment	I2	3	SC2-1_Treatment_I2	0.646	1.152	34	SC	SC2	1
SC2-2	Treatment	I2	1	SC2-2_Treatment_I2	0.607	1.112	34	SC	SC2	2
SC2-2	Treatment	I2	2	SC2-2_Treatment_I2	0.658	1.179	34	SC	SC2	2
SC2-2	Treatment	I2	3	SC2-2_Treatment_I2	0.695	1.169	34	SC	SC2	2
SC2-3	Treatment	I2	1	SC2-3_Treatment_I2	0.771	1.169	34	SC	SC2	3
SC2-3	Treatment	I2	2	SC2-3_Treatment_I2	0.685	1.147	34	SC	SC2	3
SC2-3	Treatment	I2	3	SC2-3_Treatment_I2	0.698	1.137	34	SC	SC2	3
SC2-4	Treatment	I2	1	SC2-4_Treatment_I2	0.613	1.088	34	SC	SC2	4
SC2-4	Treatment	I2	2	SC2-4_Treatment_I2	0.679	1.250	34	SC	SC2	4
SC2-4	Treatment	I2	3	SC2-4_Treatment_I2	0.646	1.241	34	SC	SC2	4
SC2-1	Treatment	I3	1	SC2-1_Treatment_I3	0.763	1.235	34	SC	SC2	1
SC2-1	Treatment	I3	2	SC2-1_Treatment_I3	0.743	1.159	34	SC	SC2	1
SC2-1	Treatment	I3	3	SC2-1_Treatment_I3	0.723	1.118	34	SC	SC2	1
SC2-2	Treatment	I3	1	SC2-2_Treatment_I3	0.631	1.176	34	SC	SC2	2
SC2-2	Treatment	I3	2	SC2-2_Treatment_I3	0.606	1.156	34	SC	SC2	2
SC2-2	Treatment	I3	3	SC2-2_Treatment_I3	0.646	1.136	34	SC	SC2	2
SC2-3	Treatment	I3	1	SC2-3_Treatment_I3	0.608	1.176	34	SC	SC2	3
SC2-3	Treatment	I3	2	SC2-3_Treatment_I3	0.603	1.168	34	SC	SC2	3
SC2-3	Treatment	I3	3	SC2-3_Treatment_I3	0.624	1.189	34	SC	SC2	3
SC2-4	Treatment	I3	1	SC2-4_Treatment_I3	0.646	1.135	34	SC	SC2	4
SC2-4	Treatment	I3	2	SC2-4_Treatment_I3	0.622	1.180	34	SC	SC2	4
SC2-4	Treatment	I3	3	SC2-4_Treatment_I3	0.634	1.176	34	SC	SC2	4
SC2	Ancestral	Ancestral	1	SC2_Ancestral	0.722	1.241	34	SC	SC2	Ancestral
SC2	Ancestral	Ancestral	2	SC2_Ancestral	0.645	1.202	34	SC	SC2	Ancestral
SC2	Ancestral	Ancestral	3	SC2_Ancestral	0.707	1.238	34	SC	SC2	Ancestral
SC2-1	Control	I1	1	SC2-1_Control_I1	0.155	1.164	16	SC	SC2	1
SC2-1	Control	I1	2	SC2-1_Control_I1	0.1625	1.169	16	SC	SC2	1
SC2-1	Control	I1	3	SC2-1_Control_I1	0.17	1.341	16	SC	SC2	1
SC2-2	Control	I1	1	SC2-2_Control_I1	0.172	1.311	16	SC	SC2	2
SC2-2	Control	I1	2	SC2-2_Control_I1	0.191	1.304	16	SC	SC2	2
SC2-2	Control	I1	3	SC2-2_Control_I1	0.164	1.386	16	SC	SC2	2
SC2-3	Control	I1	1	SC2-3_Control_I1	0.183	1.301	16	SC	SC2	3
SC2-3	Control	I1	2	SC2-3_Control_I1	0.125	1.347	16	SC	SC2	3
SC2-3	Control	I1	3	SC2-3_Control_I1	0.139	1.292	16	SC	SC2	3
SC2-4	Control	I1	1	SC2-4_Control_I1	0.164	1.324	16	SC	SC2	4
SC2-4	Control	I1	2	SC2-4_Control_I1	0.137	1.339	16	SC	SC2	4
SC2-4	Control	I1	3	SC2-4_Control_I1	0.127	1.320	16	SC	SC2	4
SC2-1	Control	I2	1	SC2-1_Control_I2	0.146	1.227	16	SC	SC2	1
SC2-1	Control	I2	2	SC2-1_Control_I2	0.15	1.221	16	SC	SC2	1
SC2-1	Control	I2	3	SC2-1_Control_I2	0.155	1.313	16	SC	SC2	1
SC2-2	Control	I2	1	SC2-2_Control_I2	0.185	1.293	16	SC	SC2	2
SC2-2	Control	I2	2	SC2-2_Control_I2	0.156	1.314	16	SC	SC2	2
SC2-2	Control	I2	3	SC2-2_Control_I2	0.172	1.401	16	SC	SC2	2
SC2-3	Control	I2	1	SC2-3_Control_I2	0.182	1.299	16	SC	SC2	3
SC2-3	Control	I2	2	SC2-3_Control_I2	0.153	1.346	16	SC	SC2	3
SC2-3	Control	I2	3	SC2-3_Control_I2	0.155	1.391	16	SC	SC2	3
SC2-4	Control	I2	1	SC2-4_Control_I2	0.139	1.338	16	SC	SC2	4
SC2-4	Control	I2	2	SC2-4_Control_I2	0.144	1.306	16	SC	SC2	4
SC2-4	Control	I2	3	SC2-4_Control_I2	0.124	1.346	16	SC	SC2	4
SC2-1	Control	I3	1	SC2-1_Control_I3	0.159	1.260	16	SC	SC2	1
SC2-1	Control	I3	2	SC2-1_Control_I3	0.159	1.236	16	SC	SC2	1
SC2-1	Control	I3	3	SC2-1_Control_I3	0.159	1.342	16	SC	SC2	1
SC2-2	Control	I3	1	SC2-2_Control_I3	0.173	1.316	16	SC	SC2	2
SC2-2	Control	I3	2	SC2-2_Control_I3	0.145	1.314	16	SC	SC2	2
SC2-2	Control	I3	3	SC2-2_Control_I3	0.145	1.381	16	SC	SC2	2
SC2-3	Control	I3	1	SC2-3_Control_I3	0.157	1.295	16	SC	SC2	3
SC2-3	Control	I3	2	SC2-3_Control_I3	0.155	1.323	16	SC	SC2	3
SC2-3	Control	I3	3	SC2-3_Control_I3	0.144	1.348	16	SC	SC2	3
SC2-4	Control	I3	1	SC2-4_Control_I3	0.15	1.336	16	SC	SC2	4
SC2-4	Control	I3	2	SC2-4_Control_I3	0.185	1.359	16	SC	SC2	4
SC2-4	Control	I3	3	SC2-4_Control_I3	0.141	1.306	16	SC	SC2	4
SC2-1	Treatment	I1	1	SC2-1_Treatment_I1	0.109	1.287	16	SC	SC2	1
SC2-1	Treatment	I1	2	SC2-1_Treatment_I1	0.114	1.194	16	SC	SC2	1
SC2-1	Treatment	I1	3	SC2-1_Treatment_I1	0.118	1.317	16	SC	SC2	1
SC2-2	Treatment	I1	1	SC2-2_Treatment_I1	0.192	1.341	16	SC	SC2	2
SC2-2	Treatment	I1	2	SC2-2_Treatment_I1	0.156	1.388	16	SC	SC2	2
SC2-2	Treatment	I1	3	SC2-2_Treatment_I1	0.141	1.402	16	SC	SC2	2
SC2-3	Treatment	I1	1	SC2-3_Treatment_I1	0.12	1.324	16	SC	SC2	3
SC2-3	Treatment	I1	2	SC2-3_Treatment_I1	0.135	1.307	16	SC	SC2	3
SC2-3	Treatment	I1	3	SC2-3_Treatment_I1	0.144	1.298	16	SC	SC2	3
SC2-4	Treatment	I1	1	SC2-4_Treatment_I1	0.165	1.401	16	SC	SC2	4
SC2-4	Treatment	I1	2	SC2-4_Treatment_I1	0.161	1.408	16	SC	SC2	4
SC2-4	Treatment	I1	3	SC2-4_Treatment_I1	0.159	1.359	16	SC	SC2	4
SC2-1	Treatment	I2	1	SC2-1_Treatment_I2	0.152	1.219	16	SC	SC2	1
SC2-1	Treatment	I2	2	SC2-1_Treatment_I2	0.152	1.187	16	SC	SC2	1
SC2-1	Treatment	I2	3	SC2-1_Treatment_I2	0.153	1.346	16	SC	SC2	1
SC2-2	Treatment	I2	1	SC2-2_Treatment_I2	0.135	1.273	16	SC	SC2	2
SC2-2	Treatment	I2	2	SC2-2_Treatment_I2	0.138	1.348	16	SC	SC2	2
SC2-2	Treatment	I2	3	SC2-2_Treatment_I2	0.138	1.369	16	SC	SC2	2
SC2-3	Treatment	I2	1	SC2-3_Treatment_I2	0.135	1.259	16	SC	SC2	3
SC2-3	Treatment	I2	2	SC2-3_Treatment_I2	0.127	1.260	16	SC	SC2	3
SC2-3	Treatment	I2	3	SC2-3_Treatment_I2	0.13	1.289	16	SC	SC2	3
SC2-4	Treatment	I2	1	SC2-4_Treatment_I2	0.179	1.395	16	SC	SC2	4
SC2-4	Treatment	I2	2	SC2-4_Treatment_I2	0.159	1.373	16	SC	SC2	4
SC2-4	Treatment	I2	3	SC2-4_Treatment_I2	0.143	1.355	16	SC	SC2	4
SC2-1	Treatment	I3	1	SC2-1_Treatment_I3	0.138	1.265	16	SC	SC2	1
SC2-1	Treatment	I3	2	SC2-1_Treatment_I3	0.142	1.256	16	SC	SC2	1
SC2-1	Treatment	I3	3	SC2-1_Treatment_I3	0.147	1.428	16	SC	SC2	1
SC2-2	Treatment	I3	1	SC2-2_Treatment_I3	0.151	1.387	16	SC	SC2	2
SC2-2	Treatment	I3	2	SC2-2_Treatment_I3	0.159	1.369	16	SC	SC2	2
SC2-2	Treatment	I3	3	SC2-2_Treatment_I3	0.117	1.375	16	SC	SC2	2
SC2-3	Treatment	I3	1	SC2-3_Treatment_I3	0.205	1.447	16	SC	SC2	3
SC2-3	Treatment	I3	2	SC2-3_Treatment_I3	0.123	1.376	16	SC	SC2	3
SC2-3	Treatment	I3	3	SC2-3_Treatment_I3	0.167	1.366	16	SC	SC2	3
SC2-4	Treatment	I3	1	SC2-4_Treatment_I3	0.139	1.409	16	SC	SC2	4
SC2-4	Treatment	I3	2	SC2-4_Treatment_I3	0.189	1.403	16	SC	SC2	4
SC2-4	Treatment	I3	3	SC2-4_Treatment_I3	0.174	1.304	16	SC	SC2	4
SC2	Ancestral	Ancestral	1	SC2_Ancestral	0.281	1.196	16	SC	SC2	Ancestral
SC2	Ancestral	Ancestral	2	SC2_Ancestral	0.242	1.199	16	SC	SC2	Ancestral
SC2	Ancestral	Ancestral	3	SC2_Ancestral	0.221	1.210	16	SC	SC2	Ancestral
SC2-1	Control	I1	1	SC2-1_Control_I1	0.698	1.194	37	SC	SC2	1
SC2-1	Control	I1	2	SC2-1_Control_I1	0.682	1.124	37	SC	SC2	1
SC2-1	Control	I1	3	SC2-1_Control_I1	0.708	1.110	37	SC	SC2	1
SC2-2	Control	I1	1	SC2-2_Control_I1	0.702	1.167	37	SC	SC2	2
SC2-2	Control	I1	2	SC2-2_Control_I1	0.657	1.154	37	SC	SC2	2
SC2-2	Control	I1	3	SC2-2_Control_I1	0.698	1.175	37	SC	SC2	2
SC2-3	Control	I1	1	SC2-3_Control_I1	0.711	1.146	37	SC	SC2	3
SC2-3	Control	I1	2	SC2-3_Control_I1	0.627	1.092	37	SC	SC2	3
SC2-3	Control	I1	3	SC2-3_Control_I1	0.735	1.184	37	SC	SC2	3
SC2-4	Control	I1	1	SC2-4_Control_I1	0.759	1.124	37	SC	SC2	4
SC2-4	Control	I1	2	SC2-4_Control_I1	0.676	1.081	37	SC	SC2	4
SC2-4	Control	I1	3	SC2-4_Control_I1	0.763	1.204	37	SC	SC2	4
SC2-1	Control	I2	1	SC2-1_Control_I2	0.681	1.096	37	SC	SC2	1
SC2-1	Control	I2	2	SC2-1_Control_I2	0.681	1.183	37	SC	SC2	1
SC2-1	Control	I2	3	SC2-1_Control_I2	0.74	1.167	37	SC	SC2	1
SC2-2	Control	I2	1	SC2-2_Control_I2	0.758	1.152	37	SC	SC2	2
SC2-2	Control	I2	2	SC2-2_Control_I2	0.637	1.047	37	SC	SC2	2
SC2-2	Control	I2	3	SC2-2_Control_I2	0.687	1.083	37	SC	SC2	2
SC2-3	Control	I2	1	SC2-3_Control_I2	0.665	1.143	37	SC	SC2	3
SC2-3	Control	I2	2	SC2-3_Control_I2	0.675	1.156	37	SC	SC2	3
SC2-3	Control	I2	3	SC2-3_Control_I2	0.644	1.110	37	SC	SC2	3
SC2-4	Control	I2	1	SC2-4_Control_I2	0.684	1.124	37	SC	SC2	4
SC2-4	Control	I2	2	SC2-4_Control_I2	0.659	1.116	37	SC	SC2	4
SC2-4	Control	I2	3	SC2-4_Control_I2	0.726	1.185	37	SC	SC2	4
SC2-1	Control	I3	1	SC2-1_Control_I3	0.688	1.095	37	SC	SC2	1
SC2-1	Control	I3	2	SC2-1_Control_I3	0.667	1.138	37	SC	SC2	1
SC2-1	Control	I3	3	SC2-1_Control_I3	0.729	1.109	37	SC	SC2	1
SC2-2	Control	I3	1	SC2-2_Control_I3	0.673	1.154	37	SC	SC2	2
SC2-2	Control	I3	2	SC2-2_Control_I3	0.667	1.201	37	SC	SC2	2
SC2-2	Control	I3	3	SC2-2_Control_I3	0.69	1.156	37	SC	SC2	2
SC2-3	Control	I3	1	SC2-3_Control_I3	0.663	1.183	37	SC	SC2	3
SC2-3	Control	I3	2	SC2-3_Control_I3	0.723	1.177	37	SC	SC2	3
SC2-3	Control	I3	3	SC2-3_Control_I3	0.632	1.178	37	SC	SC2	3
SC2-4	Control	I3	1	SC2-4_Control_I3	0.772	1.141	37	SC	SC2	4
SC2-4	Control	I3	2	SC2-4_Control_I3	0.678	1.118	37	SC	SC2	4
SC2-4	Control	I3	3	SC2-4_Control_I3	0.748	1.179	37	SC	SC2	4
SC2-1	Treatment	I1	1	SC2-1_Treatment_I1	0.666	1.125	37	SC	SC2	1
SC2-1	Treatment	I1	2	SC2-1_Treatment_I1	0.633	1.110	37	SC	SC2	1
SC2-1	Treatment	I1	3	SC2-1_Treatment_I1	0.726	1.075	37	SC	SC2	1
SC2-2	Treatment	I1	1	SC2-2_Treatment_I1	0.636	1.166	37	SC	SC2	2
SC2-2	Treatment	I1	2	SC2-2_Treatment_I1	0.552	0.951	37	SC	SC2	2
SC2-2	Treatment	I1	3	SC2-2_Treatment_I1	0.647	1.122	37	SC	SC2	2
SC2-3	Treatment	I1	1	SC2-3_Treatment_I1	0.64	1.144	37	SC	SC2	3
SC2-3	Treatment	I1	2	SC2-3_Treatment_I1	0.695	1.196	37	SC	SC2	3
SC2-3	Treatment	I1	3	SC2-3_Treatment_I1	0.674	1.160	37	SC	SC2	3
SC2-4	Treatment	I1	1	SC2-4_Treatment_I1	0.692	1.151	37	SC	SC2	4
SC2-4	Treatment	I1	2	SC2-4_Treatment_I1	0.525	1.002	37	SC	SC2	4
SC2-4	Treatment	I1	3	SC2-4_Treatment_I1	0.6085	1.215	37	SC	SC2	4
SC2-1	Treatment	I2	1	SC2-1_Treatment_I2	0.601	1.124	37	SC	SC2	1
SC2-1	Treatment	I2	2	SC2-1_Treatment_I2	0.669	1.190	37	SC	SC2	1
SC2-1	Treatment	I2	3	SC2-1_Treatment_I2	0.596	1.062	37	SC	SC2	1
SC2-2	Treatment	I2	1	SC2-2_Treatment_I2	0.62	1.099	37	SC	SC2	2
SC2-2	Treatment	I2	2	SC2-2_Treatment_I2	0.582	1.005	37	SC	SC2	2
SC2-2	Treatment	I2	3	SC2-2_Treatment_I2	0.62	1.061	37	SC	SC2	2
SC2-3	Treatment	I2	1	SC2-3_Treatment_I2	0.674	1.227	37	SC	SC2	3
SC2-3	Treatment	I2	2	SC2-3_Treatment_I2	0.621	1.089	37	SC	SC2	3
SC2-3	Treatment	I2	3	SC2-3_Treatment_I2	0.601	1.121	37	SC	SC2	3
SC2-4	Treatment	I2	1	SC2-4_Treatment_I2	0.603	1.034	37	SC	SC2	4
SC2-4	Treatment	I2	2	SC2-4_Treatment_I2	0.58	1.017	37	SC	SC2	4
SC2-4	Treatment	I2	3	SC2-4_Treatment_I2	0.5915	1.194	37	SC	SC2	4
SC2-1	Treatment	I3	1	SC2-1_Treatment_I3	0.606	1.147	37	SC	SC2	1
